PHRASE,FULL_TEXT
parking,where is your car parking
breakfast,can breakfast be served in my room
breakfast,can breakfast be served in my room
location,Where is ice machine
ice machine,Where is ice machine
location,Location Dinner
check-in,¿Cual es la hora de check-in?
check-in,¿Cual es la hora de check-in?
check-in,¿Cual es la hora de check-in?
checkin time,checkin time
checkin time,checkin time
check-in,¿Cual es la hora de check-in?
wifi,"""Hola si me puede compartir el wifi ?	"""
jaccuzi,"""Para el jacuzzi es de paga	"""
check-in,¿Cual es la hora de check-in?
check-in,¿Cual es la hora de check-in?
spa,Información de reserva del servicio de SPA
location,Where is SPA located
spa,Where is SPA located
location,Where is SPA located
spa,Where is SPA located
location,where is bar located?
bar,where is bar located?
spa,¿El hotel cuenta con SPA? Coloca la liga del SPA en Myservices
spa,¿El hotel cuenta con SPA? Coloca la liga del SPA en Myservices
spa,¿El hotel cuenta con SPA?
spa,How much does the spa cost?
location,hotel location
location,hotel location
pool,What are the open and close time for the pool?
hours of operation,What are the open and close time for the pool?
hours of operation,What are the open and close time for the pool?
hours of operation,What are the open and close time for the pool?
location,where is hotel located
location,hotel location
location,location of the hotel
location,where is the bar
bar,where is the bar
location,Business center location
business center,Business center location
location,event room location
event room,event room location
shuttle service,We need a ride from the airport
location,where is hotel located
phone,front desk phone number
location,location of hotel
location,where is hotel located
phone,front office phone number
phone,front office phone number
phone,front office phone number
location,hotel address
location,hotel location
location,where is the hotel
location,location of the hotel
location,where is the hotel
shopping,mall location
location,mall location
shopping,where is the mall
location,where is the mall
shopping,where is the mall
location,where is the mall
amenities,Available amenities
coffee,Do you have coffee maker?
coffee,Do you provide morning coffee?
coffee,Nearby Coffee Shops
near by,Nearby Coffee Shops
location,Where is ATM is Located
atm,Where is ATM is Located
location,Where is ATM is Located
atm,Where is ATM is Located
valet parking,¿El hotel cuenta con valet parking?
spa,¿El hotel cuenta con SPA?
tv remote,tv remote
iron board,i need iron box
iron board,i need iron box
iron board,Iron and Ironing board message
iron board,Iron and Ironing board message
check-in,¿Cual es la hora de check-in?
lost and found,What is the lost and found policy reply?
bar,¿Hay bar en el hotel?
meeting room,I would like to reserve a meeting room
reservations,I would like to reserve a meeting room
reservations,Reservation inquiry information
parking,Is ADA parking available reply?
lost and found,What is the lost and found policy reply?
hours of operation,room service time
room service,room service time
location,Where is the television control stored
location,Where is the television control stored
valet parking,¿El hotel cuenta con valet parking?
room service,Quiero room service
hours of operation,Not at this time
lost and found,What is the lost and found policy reply?
spa,El spa está incluido en el package?
spa,El spa está incluido en el package?
check-in,Hola Buenos días! Si cuales son los servicios disponibles? Otra cosita el sábado mi vuelo llega ala 11:30 es posible que se pueda aser check in Antes de la 3pm
lost and found,What is the lost found policy
lost and found,What is the lost found policy reply
lost and found,What is the lost found policy reply
bar,¿Hay bar en el hotel?
bar,¿Hay bar en el hotel?
bar,¿Hay bar en el hotel?
spa,Buenas tardes el spa trabaja mañana domingo?
spa,Buenas tardes el spa trabaja mañana domingo?
spa,cual es horario de spa
shuttle service,Will there be a shuttle from the airport
shuttle service,No hay un shuttle del hotel?
spa,cual es horario de spa
spa,"Good afternoon, does the spa work tomorrow, Sunday"
spa,"Good afternoon, does the spa work tomorrow, Sunday"
spa,"Good afternoon, does the spa work tomorrow, Sunday"
spa,"Good afternoon, does the spa work tomorrow, Sunday"
spa,"Good afternoon, does the spa work tomorrow, Sunday"
spa,"Good afternoon, does the spa work tomorrow, Sunday"
spa,"Good afternoon, does the spa work tomorrow, Sunday"
spa,cual es horario de spa
spa,cual es horario de spa
spa,"Good afternoon, does the spa work tomorrow, Sunday"
spa,"Good afternoon, does the spa work tomorrow, Sunday"
spa,"Good afternoon, does the spa work tomorrow, Sunday"
hours of operation,local time
spa,What is the spa schedule
spa,does spa open on Sunday
hours of operation,does spa open on Sunday
lost and found,Lost found
amenities,Available amenities
spa,does spa open on Sunday
hours of operation,does spa open on Sunday
spa,cual es horario de spa
spa,Buenas tardes el spa trabaja mañana domingo?
shuttle service,Will there be a shuttle from the airport
shuttle service,Can we get a shuttle to pick us up from the airport?
shuttle service,Do you all have airport shuttle?
reservations,what days are my reservation
bar,¿Hay bar en el hotel?
location,where is starbucks
coffee shop,where is starbucks
shopping,where is the shopping mall
shopping,where is the shopping mall
location,where is the shopping mall
shopping,where is the mall
location,where is the mall
meeting room,I would like to reserve a meeting room
reservations,I would like to reserve a meeting room
check-in,¿Cual es la hora de check-in?
room service,I need room service information
check-in,"""Hola! Si quisiera reservar algo que viene en el documento, lo hago atraves de aqui o cuando haga check in?	"""
room service,Tendrán el menú del room service
check-in,Hola bueno dias Como puedo hacer el check in ?
check out,A que hora es el check out?
check out,A que hora es el check out?
shuttle service,"""Hello is there an airport shuttle today? I lannd at 410pm	"""
nanny service,"""We need to book babysitting for our stay	"""
nanny service,"""We need to book babysitting for our stay	"""
hours of operation,"""No requests at this time. Thank you	"""
program,How can I buy tickets for shows or events
tickets,How can I buy tickets for shows or events
program,How can I buy tickets for shows or events
tickets,How can I buy tickets for shows or events
checkin time,checkin time
checkin time,checkin time
checkin time,checkin time
checkin time,checkin time
meeting room,meeting room timing
hours of operation,meeting room timing
checkin time,checkin time
valet parking,valet parking timing
hours of operation,valet parking timing
valet parking,valet parking timing
hours of operation,valet parking timing
valet parking,valet parking timing
hours of operation,valet parking timing
pool,opening closing time for heated pool
hours of operation,opening closing time for heated pool
pool,closing time for heated pool
hours of operation,closing time for heated pool
pool,opening time for heated pool
hours of operation,opening time for heated pool
spa,"Good afternoon, does the spa work tomorrow, Sunday"
spa,"Good afternoon, does the spa work tomorrow, Sunday"
sauna,"Good afternoon, does the Sauna work tomorrow, Sunday"
sauna,"Good afternoon, does the Sauna work tomorrow, Friday"
gym,i want book a gym
order food,i want order food
order food,i want to order food
order food,i want to order food
phone,do you have phone?
valet parking,valet parking opening time
hours of operation,valet parking opening time
valet parking,valet parking closing time
hours of operation,valet parking closing time
valet parking,valet parking timing
hours of operation,valet parking timing
checkin time,checkin time
valet parking,valet parking timing
hours of operation,valet parking timing
meeting room,meeting room timing
hours of operation,meeting room timing
checkin time,checkin time
checkout time,checkout time
valet parking,valet parking opening time
hours of operation,valet parking opening time
meeting room,meeting room opening time
hours of operation,meeting room opening time
meeting room,meeting room timing
hours of operation,meeting room timing
spa,spa timing
hours of operation,spa timing
checkin time,checkin time
checkin time,checkin time
checkout time,checkout time
spa,spa opening time
hours of operation,spa opening time
meeting room,meeting room opening time
hours of operation,meeting room opening time
bar,bar opening timing
hours of operation,bar opening timing
meeting room,meeting room opening time
hours of operation,meeting room opening time
room service,Ordenar room service
room service,Me gustaría ordenar room service
room service,Me pueden enviar a alguien a recoger el servicio de room service
wifi,Tengo problemas con mi internet
room service,Quiero ordenar room service
corona,"""Hola, Tengo una pregunta donde me puedo hacer el COVID-19 test	"""
organize event,"""Hi can I arrange birthday dinner for my husband at the beach tomorrow	"""
spa,do u have a spa
spa,Spa menu
discount,How can I get a discount when booking a hotel?
discount,Can we get a discount on our next booking?
discount,Discount for loyalty members
rewards program,Membership discount
discount,Membership discount
rewards program,What are your membership discounts
rewards program,Can I use my membership rewards towards next booking
program,how can i join membership program
rewards program,how can i join membership program
program,how do i enroll in hotel's reward program
breakfast,what do you serve for the breakfast?
breakfast,Can I order breakfast at 9.00 am?
tour packages,Do you offer any tour packages ?
program,what all outdoor events do you offer?
room service,do you have room service?
attractions,What are popular attractions
attractions,Where can i find popular activities and attractions nearby
near by,Where can i find popular activities and attractions nearby
near by,Nearby Hospitals?
channel lineup,What are the television channels available?
order food,Food Breakfast Menu URL
breakfast,What all breakfast choices available?
breakfast,Is there any options available for breakfast?
order food,what is the breakfast menu?
order food,Can you please share your breakfast menu?
order food,Can you share the dinner menu?
order food,I need dinner menu?
order food,Is there any food lunch menu available?
order food,what all food lunch menu available?
order food,Can you please share the lunch menu?
beer,Beer Menu URL
near by,"Are there malls nearby?

"
tour packages,How can I arrange tours and excursions outside the resort?
smoking,Does the resort have a smoking policy?
nanny service,"Is there babysitting available? If so, is there a fee for babysitting?"
spa,tienes un spa
rewards program,Membership discount
discount,Membership discount
attractions,Where can i find popular activities and attractions nearby
near by,Where can i find popular activities and attractions nearby
tour packages,�C�mo puedo organizar tours y excursiones fuera del resort?
check-in,�Puedo hacer el check-in a trav�s de whatsapp?
checkout time,checkout time
bar,bar opening timing
hours of operation,bar opening timing
meeting room,meeting room timing
hours of operation,meeting room timing
spa,spa timing
hours of operation,spa timing
spa,"�Est�n incluidos los tratamientos de spa? Si no, �se pueden reservar con antelaci�n?"
check-in,"Hello! If I would like to reserve something that comes in the document, do I do it through here or when I check in?"
reservations,"Hello! If I would like to reserve something that comes in the document, do I do it through here or when I check in?"
gym,I want to book a gym
gym,I need to book a gym
air conditioning,Air conditioning
wifi,Free high-speed WiFi
channel lineup,42” HDTV with free premium channels
alarm clock,Alarm clock with iPhone docking station
refrigerator,Mini fridge with free bottled water
drinking water,Mini fridge with free bottled water
refrigerator,Mini fridge with free bottled water
drinking water,Mini fridge with free bottled water
iron board,"Iron, ironing board and hair dryer"
iron board,"Iron, ironing board and hair dryer"
hair dryer,"Iron, ironing board and hair dryer"
safety deposit box,Safe for valuables
gym,Steve Nash gym passes
gym,Steve Nash gym passes
charging station,EV Charging Station
shuttle service,We need a ride from the airport
amenities,What are the amenities and equipment in the room?
reservations,What foods and drinks are included in my reservation?
reservations,What foods and drinks are included in my reservation?
spa,What is the spa schedule
spa,does spa open on Sunday
hours of operation,does spa open on Sunday
spa,"Good afternoon, does the spa work tomorrow, Sunday?"
shuttle service,Will there be a shuttle from the airport
shuttle service,Can we get a shuttle to pick us up from the airport?
shuttle service,Do you all have airport shuttle?
shuttle service,No hay un shuttle del hotel?
bar,Is there a bar in the hotel
reservations,Reservation inquiry information
phone,Can i cast my phone to the hotel tv?
program,can you please the vacation program details?
program,is there any vacation program available ?
program,I need info about the vacation program offered here?
program,share the vacation program details available during my stay ?
program,i need vacation program for my stay ?
program,vacation program info
program,vacation program details
program,details about vacation program
check-in,Can I check-in via mobile and directly to my room
check-in,I have a reservation for today can you check-in me in
reservations,I have a reservation for today can you check-in me in
reservations,I have a reservation for today. What is my room number?
check-in,Can you please check me in and give my room number?
check-in,Can you check-in me and give my room number
check-in,Can I checkin via this chat
check-in,Can I check-in via whatsapp
onsite doctor,Are there doctors in the hotel or which is the closest doctor
check-in,When can i check in
check-in,can I check-in early
early checkin,Do you have early check-in
shuttle service,Do you have shuttle from airport
check-in,I am arriving today can i checkin early
check-in,Can I check-in now and go directly to my room
location,Is there any tobacco shop available in my location?
location,can i get the location of tobacco shop near me?
near by,"Hey,will i be able to find the brand La Aroma de Cuba Mi Amor cigars in any near by tobacco shops ?"
near by,Is there any tobacco shop nearby?
location,Can i get the location for branded items store?
near by,Is there any brand items store nearby?
location,Can you tell me is there any brand item shop available in my location?
near by,"Hey,do you know any store nearby which has Gucci brand items ?"
location,"Hello,Is there any Louis Vuitton store available in my location?"
location,Can you give me the location of brand item shop nearby?
near by,Can you give me the location of brand item shop nearby?
room upgrade,Hey i want to upgrade my room
room upgrade,Hey i am not happy with this room i want to upgrade my room?
pet policy,Where is the nearest pet store
location,Where is the nearest pet store
room upgrade,"""Hello, do you have room upgrade policy available in you hotel?"
room upgrade,I want to upgrade my room to an bigger one. What is the procedure for the upgrade?
room upgrade,Hey I want to upgrade my room to a premium one.
room upgrade,"Hey,we booked a room for 4 persons but now we have extra 1 so i want to upgrade my room to a bigger one."
gym,Hey what is procedure for gym reservation?
reservations,Hey what is procedure for gym reservation?
gym,I want to do a gym reservation?
reservations,I want to do a gym reservation?
gym,Can you tell me the procedure for gym reservation?
reservations,Can you tell me the procedure for gym reservation?
gym,What is the timings for gym reservation?
reservations,What is the timings for gym reservation?
gym,Do i need to do reservation for the use of gym?
reservations,Do i need to do reservation for the use of gym?
gym,How to do gym reservation?
reservations,How to do gym reservation?
gym,How to make a gym reservation?
reservations,How to make a gym reservation?
gym,What is the working time of your gym?
hours of operation,What is the working time of your gym?
gym,I want an gym reservation today.
reservations,I want an gym reservation today.
gym,I want an gym reservation for tommrow.
reservations,I want an gym reservation for tommrow.
gym,"Hello,I want to do an gym reservation today 5.30pm."
reservations,"Hello,I want to do an gym reservation today 5.30pm."
location,Hey where is elevator located in your hotel?
parking,Does your hotel elevator has access to the car parking?
reservations,Do I need to make a reservation for Antigen tests?
hours of operation,Is there a waiting time to get the Antigen test done?
tickets,can i book show tickets via concierge
hours of operation,when frontdesk open?
hours of operation,what is front desk timing
hours of operation,till what time concierge service
hours of operation,what time concierge is available
hours of operation,what are concierge hours
hours of operation,what time concierge available
amenities,What all amenities included in the day pass?
pool,Can i use swimming pool with the day pass
location,Where is the entrance to the hotel
location,Where is the lobby located
shopping,Where is the hotel located in the mall
location,Where is the hotel located in the mall
shopping,Which side of the mall the hotel entrance is
location,where is the hotel entrance
location,where is your entrance door
shuttle service,Please send someone to pickup the plates.
not clean,2. Can you please pick the dirty plates from my room
coffee,3. Can you please pick the dirty coffee cups from the room?
not clean,3. Can you please pick the dirty coffee cups from the room?
not clean,4.I need someone to pick the dirty plates and replace fresh plates
housekeeping,5. Could you please send housekeeping person to pick the plates and cups from room no.203?
coffee,6. pickup the plates and coffee cups from my room
shuttle service,6. pickup the plates and coffee cups from my room
room upgrade,"Upon arrival, can I upgrade my room?"
spa,"Are spa treatments included? If not, can they be booked in advance?"
check-in,�Puedo hacer el check-in a trav�s de whatsapp?
spa,"�Est�n incluidos los tratamientos de spa? Si no, �se pueden reservar con antelaci�n?"
nanny service,"Is there babysitting available? If so, is there a fee for babysitting?"
checkin time,checkin time
checkin time,checkin time
checkin time,checkin time
spa,nesecito reservar un spa
spa,nesecito reservar un spa
spa,nesecito reservar un spa
shampoo,I need shampoo
housekeeping,Is there a room cleaning service
housekeeping,Is there a room cleaning service
discount,How can I get a discount when booking a hotel?
discount,Can we get a discount on our next booking?
tour packages,How can I arrange tours and excursions outside the resort?
tour packages,How can I arrange tours and excursions outside the resort?
tour packages,How can I arrange tours and excursions outside the resort?
amenities,Available amenities
shuttle service,"""Can we set up an airport shuttle for Tuesday?	"""
hours of operation,"""What if I fall sick 24 hours before flight	"""
sick,"""What if I fall sick 24 hours before flight	"""
amenities,Available amenities
program,special events
program,special events
program,special events
breakfast,"""""""Call me for breakfast at American party"""" """
shuttle service,We need a ride from the airport
check-in,"""""""Hello! If I would like to reserve something that comes in the document, do I do it through here or when I check in?"""" """
reservations,"""""""Hello! If I would like to reserve something that comes in the document, do I do it through here or when I check in?"""" """
program,special events
pool,I want to order drinks for my pool time
hours of operation,I want to order drinks for my pool time
pool,I want to order drinks for my pool time
hours of operation,I want to order drinks for my pool time
reservations,Hi good morning!! Do you by any chance need reservations for the restaurants?
reservations,Hi good morning!! Do you by any chance need reservations for the restaurants?
reservations,Hi good morning!! Do you by any chance need reservations for the restaurants?
check-in,"Help to check in as quickly as possible, I'm already at the hotel. Thank you."
nanny service,"Is there babysitting available? If so, is there a fee for babysitting?"
spa,Spa booking
organize event,Help me arrange surprise birthday
room service,Order room service
tickets,Print flight tickets
gym,Reserve gym
reservations,Reserve gym
order drinks,Order wine
check-in,I would like to Checkin early
toothpaste,I need toothbrush shampoo toothpaste
shampoo,I need toothbrush shampoo toothpaste
toothbrush,I need toothbrush shampoo toothpaste
shampoo,I need shampoo
housekeeping,I need room cleaning
nanny service,Do you have babysitting service
nanny service,Do u have babysitting service
order food,Can I order food for delivery
luggage storage,I need help with my luggage
extend stay,I want to extend my stay
program,How do I register for vacation program
room upgrade,I want to upgrade my room
microwave,Where is the microwave
location,Where is the microwave
check-in,I am arriving early so can I Checkin sooner
crib,I need a crib
housekeeping,I do not want housekeeping today
not clean,Can someone pickup dirty plates from my room
shuttle service,Can someone pickup dirty plates from my room
restaurant,I want to make a reservation at a restaurant
reservations,I want to make a reservation at a restaurant
wifi,Wifi is not working
not working,Wifi is not working
phone,Is there a phone charger I can borrow
charger,Is there a phone charger I can borrow
charger,Do you have laptop charger available on loan
cable,I need hdmi cable
charging station,Ev charging station
reservations,I want to make a reservation
order food,My food order got delayed
luggage storage,I want to store my luggage
shuttle service,Is there airport shuttle available
shuttle service,Shuttle service
tickets,Can you help me get tickets for a show
organize event,How do I organize an event
near by,Nearby activities to do
restaurant,Book restaurant
reserve a table,I want to book a table for 2 for dinner today
reservations,"""Hi good morning!! Do you by any chance need reservations for the restaurants? """
check-in,"""Help to check in as quickly as possible, I'm already at the hotel. Thank you. """
hours of operation,What if I fall sick 24 hours before flight
sick,What if I fall sick 24 hours before flight
near by,nearby tour
near by,nearby tour
near by,nearby tour
check-in,"""tienes check in anticipado?	"""
reservations,"""Can I call them on Thursday to make a reservation for Friday?	"""
reservations,"""I'm doing well, can you help me with dinner reservations for the weekend?	"""
hours of operation,"""Hello do you know when is the steak house open time and when is the closed time	"""
hours of operation,"""Hello do you know when is the steak house open time and when is the closed time	"""
hours of operation,"""Hello do you know when is the steak house open time and when is the closed time	"""
hours of operation,"""Hello do you know when is the steak house open time and when is the closed time	"""
spa,"""Can i book the spa and dinner on the beach the day i get to the hotel	"""
reservations,"""Can you make me a reservation at a great steakhouse	"""
wifi,WIFI is not working
not working,WIFI is not working
spa,spa booking
spa,spa booking
hours of operation,local time
tour packages,Book Tours
luggage storage,I want to store my luggage
organize event,How do I organize an event
extend stay,I want to extend my stay
rollaway bed,I need rollaway bed
shuttle service,I need airport shuttle service
rollaway bed,i want rollaway bed
rollaway bed,i want rollaway bed
hours of operation,I am unable to open the dorr
crib,I need crib
location,Where is the spa located
spa,Where is the spa located
microwave,Can you please share the microwave location
location,Can you please share the microwave location
extra pillow,I need extra pillow
wifi,WiFi
check-in,"Let people come inside to check in. Took way to long to get checked in, 20 minutes."
wifi,Wifi password?
toilet paper,We need 2 big towels and toilet paper one had stain
laundry,Do you have laundry on site
reserve a table,It would me wonderful to have another chair for the table.
wifi,"I did the premium package for WiFi on my phone, does it work for the tv as well?"
phone,"I did the premium package for WiFi on my phone, does it work for the tv as well?"
wifi,WiFi packages
reservations,Hello I'm in room 238 I had a reservation from 4/10 to 5/10 and paying $420 a week. I'm here today to make my payment for the week and being told I have to leave and my reservation has been filled.
extra pillow,i need extra pillow
wifi,Do you have a wifi password?
checkout time,Checkout time
hours of operation,time for checkout?
check out,time for checkout?
toothpaste,I need toothpaste
crib,Crib availability
wifi,I mean at least it discount cuz of Wi-Fi is not working
not working,I mean at least it discount cuz of Wi-Fi is not working
discount,I mean at least it discount cuz of Wi-Fi is not working
wifi,The wifi not working
not working,The wifi not working
wifi,Do you have WiFi here?
wifi,WiFi password? And the remote in our room isn't working
tv remote,WiFi password? And the remote in our room isn't working
phone,How do I ring the phone in the room?
phone,Why is there a phone in the room then?
wifi,What is the Wi-Fi information
check out,Checkout day
checkout time,Check out time for 113?
check out,"Can I just leave the key cards in the room when I check out, or do I have to go to the office?"
reservations,I would like to reserve for the spl event
organize event,How can I receive for the birthday party
drinking water,Bottled water
wifi,Wifi
wifi,Wifi
wifi,Is there a code for the wifi the open one does not work
hours of operation,Is there a code for the wifi the open one does not work
checkout time,When is check out time
housekeeping,I would like to cancel room cleaning
amenities,Amenities?
shuttle service,Please pickup the food tray from the room
shuttle service,Please pickup the plates
breakfast,Any breakfast?
check out,Do I have to be present for checkout?
not working,The tv is not working
cover charge,Can I get a Cover?
cover charge,Do you have a heavy cover?
toothbrush,I need toothbrush
cover charge,Do you have a heavy cover?
microwave,where is the microwave location
location,where is the microwave location
location,where is the microwave location
extend stay,I would like to extend the stay
check out,If I checkout early will I still have to pay the total amount of my stay or just what I stayed
checkout time,Please extend my check out time
not clean,"My room was not clean to any hotel standards. I used Lysol wipes, tissue, hand soap, paper towels and the little brain God gave me.'"
body wash,"My room was not clean to any hotel standards. I used Lysol wipes, tissue, hand soap, paper towels and the little brain God gave me.'"
wifi,What's the wifi?
wifi,Wi-Fi connect?
restaurant,Suggest some nearby restaurant
near by,Suggest some nearby restaurant
extra pillow,i need extra pillow
pool,Pool hours?
hours of operation,Pool hours?
restaurant,I would like reserve a nearby restaurant
near by,I would like reserve a nearby restaurant
reservations,I would like reserve a nearby restaurant
extra pillow,i need extra pillow
housekeeping,I need room cleaning
wifi,Connected to wifi but no internet
wifi,Connected to wifi but no internet
extra pillow,i need extra pillow
check out,Do I need to go to front desk to checkout tomorrow morning?
hours of operation,What time is check out please?
check out,What time is check out please?
late checkout,Can I do late checkout?
bar,Is there a mini bar available
charging station,Is there a Tesla charging station available
charging station,Do you have ev charging station
laundry,10 also do y'all have a place where I can do laundry?
breakfast,You breakfast is not available?
wifi,wifi is not working
not working,wifi is not working
breakfast,Is breakfast included with my stay?
phone,Do you have phone chargers
charger,Do you have phone chargers
wifi,why am I unable to join WiFi?
charger,I need laptop charger
room service,Is there room service
wifi,I'm having trouble with the Wi-Fi
spa,I would like to reserve spa
reservations,I would like to reserve spa
wifi,How do i get my Safari browser to connect to your Wifi??
tv remote,Tv remote doesn't have batteries
organize event,Birthday event
extra towels,We have ONE towel. Please bring at least 4. Thank you.
bottle service,I would like to reserve bottle service
reservations,I would like to reserve bottle service
reservations,Reservation
breakfast,Do you have breakfast in the morning.
toilet paper,Did you see my post above about toilet paper????
toilet paper,Hello. We called the front office about toilet paper. We left the hotel and are out and about. Would you be able to follow up with this? Thank you.
toilet paper,Hello. We called the front office about toilet paper. We left the hotel and are out and about. Would you be able to follow up with this? Thank you.
toilet paper,Hello. We called the front office about toilet paper. We left the hotel and are out and about. Would you be able to follow up with this? Thank you.
check out,Ok can i ask for our check out to b at 3pm
hours of operation,Hi what time do we have to check out todY
check out,Hi what time do we have to check out todY
reservations,Reservation
gym,I would like to reserve gym
reservations,I would like to reserve gym
reservations,Bali bed reservation
gym,Gym reservation
reservations,Gym reservation
not hot,Food was cold
room service,Room service
wifi,How do I connect to wifi?
check-in,I would like to checkin early
wifi,"0. slow, unprepared, no wifi."
room upgrade,I would like to upgrade my room
wifi,We would like the wifi password if possible..
luggage storage,Do you have luggage storage policy
wifi,Still can't get onto stayable suites internet
hours of operation,Yes you can call me when you're ready just tell me the time and day
hours of operation,Yes you can call me when you're ready just tell me the time and day
hours of operation,There is an alarm sounding close to my room
near by,Activities near the property
shuttle service,Shuttle service
shuttle service,Airport shuttle service
tour packages,Tour packages offered
phone,I need the front desk phone number
wifi,Can't join WiFi. Don't have the password
wifi,Can't join WiFi. Don't have the password
wifi,I need the WiFi password
wifi,Give guest room 300 WiFi code
medical,Medical emergency
emergency,Medical emergency
wifi,WiFi code
corona,Corona virus related info
amenities,amenities
near by,Nearby hospital info
hospital,Nearby hospital info
wifi,wifi
checkout time,what is my check out time?
wifi,Wifi is locked
laundry,Laundry
check-in,	Delayed check in
hours of operation,Check in timing
check-in,Check in timing
checkout time,Checkout time
check out,When is check out
wifi,It's requesting a password
wifi,Do you have free WiFi
hours of operation,What time is breakfast
breakfast,What time is breakfast
checkout time,What time is breakfast and checkout time
hours of operation,What time is breakfast and checkout time
breakfast,What time is breakfast and checkout time
wifi,5 wifi password not working. choice PA403.001. What I understood
not working,5 wifi password not working. choice PA403.001. What I understood
wifi,Asked for password
wifi,Can't connect to wifi
wifi,Pass code to wifi
wifi,It's saying guest password
check out,I want my money back and to check out
pool,Pool
breakfast,Do y'all have breakfast?
wifi,Is there any wifi in here
wifi,"Internet WiFi is not working in my room, I need it to work. Room 210. Thanks"
wifi,"Internet WiFi is not working in my room, I need it to work. Room 210. Thanks"
not working,"Internet WiFi is not working in my room, I need it to work. Room 210. Thanks"
hours of operation,What time is check out
check out,What time is check out
wifi,The Wi-Fi password isn't working
wifi,The Wi-Fi password isn't working
wifi,Hi i cant see wifi stayable from my room
hours of operation,It's opens 24 hours ?
laundry,The only thing that I need info is the laundry hours
hours of operation,The only thing that I need info is the laundry hours
wifi,Wifi not connecting
not working,I have tired to cancel multiple times and your number is not working.
not working,I have tired to cancel multiple times and your number is not working.
cancel reservation,I sent an email a couple days ago canceling this reservation.
housekeeping,Housekeeping
wifi,Wifi does not work
late checkout,Can I get a late checkout please
beer,There is no beer in the fridge😫🤣
shuttle service,Do you have airport shuttle?
not working,My telefone not working here
wifi,Its look like the password it's wrong
wifi,Password AptSuites not working for wifi
wifi,Password AptSuites not working for wifi
not working,Password AptSuites not working for wifi
wifi,Password AptSuites not working for wifi
wifi,Password AptSuites not working for wifi
not working,Password AptSuites not working for wifi
checkout time,Checkout time
laundry,Is the laundry in unit?
amenities,What are your amenities?
wifi,Wi-Fi password is wrong
wifi,Wi-Fi password is wrong
not working,"""It's going ok need toilet paper ac not working and toilet not flushing	"""
toilet paper,"""It's going ok need toilet paper ac not working and toilet not flushing	"""
checkin time,"""The check in time	"""
wifi,"""The wifi Network isn't showing up on my phone	"""
wifi,"""The WiFi information I received is not working it's not connecting to my phone I don't see the network name on my phone	"""
phone,"""The WiFi information I received is not working it's not connecting to my phone I don't see the network name on my phone	"""
not working,"""The WiFi information I received is not working it's not connecting to my phone I don't see the network name on my phone	"""
wifi,"""Good, but I am unable to join the Wi-Fi network. Has the password changed? 5	"""
wifi,"""Good, but I am unable to join the Wi-Fi network. Has the password changed? 5	"""
wifi,"""Hello, what is the Wi-Fi info? Thanks	"""
housekeeping,Room cleaning is not done properly
blankets,I need blanket
toothbrush,I need toothbrush
room service,Quiero ordenar Room Service
toothbrush,i need toothbrush
checkin time,checkin time
toilet paper,Que you send me toilet paper.
check-in,"""Para turistas nacionales es necesaria prueba COVID para hacer check in?	"""
check-in,"""Es necesaria prueba COVID para hacer check in?	"""
wifi,Cual es el wifi
wifi,"The WiFi here is absolutely terrible, I can't hardly do anything. And it's not secure"
phone,Why do the ppl keep coming my room we haven't áked or paid room cleaning I'amd also why the rooms don't have a phone m
housekeeping,Why do the ppl keep coming my room we haven't áked or paid room cleaning I'amd also why the rooms don't have a phone m
phone,Why do the ppl keep coming my room we haven't áked or paid room cleaning I'amd also why the rooms don't have a phone m
housekeeping,Why do the ppl keep coming my room we haven't áked or paid room cleaning I'amd also why the rooms don't have a phone m
restaurant,"Hola , en qué horario cierra el restaurant"
check-in,"""Hello, I have reservation to check in tomorrow but I want to change the card that you have	"""
reservations,"""Hello, I have reservation to check in tomorrow but I want to change the card that you have	"""
reservations,"""Can I call them on Thursday to make a reservation for Friday?	"""
wifi,password
wifi,wifi password
phone,Why do the ppl keep coming my room we haven't áked or paid room cleaning I'amd also why the rooms don't have a phone m
housekeeping,Why do the ppl keep coming my room we haven't áked or paid room cleaning I'amd also why the rooms don't have a phone m
phone,Why do the ppl keep coming my room we haven't áked or paid room cleaning I'amd also why the rooms don't have a phone m
housekeeping,Why do the ppl keep coming my room we haven't áked or paid room cleaning I'amd also why the rooms don't have a phone m
wifi,"The WiFi here is absolutely terrible, I can't hardly do anything. And it's not secure"
extra towels,i need towel
late checkout,late checkout
late checkout,late checkout
charger,EV car charger
check-in,Realizaremos el check in más tarde después de las 6:30 pm
corona,"Nos pueden traer dos cubas de absolut vodka con jugo de naranja y una cerveza corona a la alberca de favor, para Julio Menéndez"
corona,"Nos pueden traer dos cubas de absolut vodka con jugo de naranja y una cerveza corona a la alberca de favor, para Julio Menéndez"
amenities,Available amenities
wakeup call,can i please get a wake up call for 6am
amenities,what amenities do you offer?
parking,"""""""To get into the hotel parking lot?"""" """
checkout time,"""Checkout time	"""
spa,Can I make spa reservations through here?
reservations,Can I make spa reservations through here?
room service,Room service
room service,Tiene disponible room service?
iron board,dont have iron in my room
iron board,dont have iron in my room
gym,Uso del gym
room service,Tienen room service ?Tienen room service ?
order drinks,Hola buenas tardes tiene servicio ala habitación de bebidas con alcohol ?
room service,Cuentan con room service?
spa,Quiero saber los servicios del spa
location,Can i book the spa and dinner on the beach the day i get to the hotel
