ID,VENUE_NUMBER,SERVICE_ID,TYPE,PHRASE,WEIGHT,FOR_DAY,FULL_TEXT
25438198,171645,50904,CRG,"hours of operation",0,"2022-05-02 01:27:10","What time does pool spa close"
25438197,171645,50904,CRG,"hours of operation",0,"2022-05-02 01:27:10","What time does pool spa close"
25438196,171645,50904,CRG,spa,0,"2022-05-02 01:27:10","What time does pool spa close"
25438195,171645,50904,CRG,pool,0,"2022-05-02 01:27:10","What time does pool spa close"
25438194,171522,50902,CRG,laundry,0,"2022-05-02 01:14:30","10 also do y'all have a place where I can do laundry?"
25438193,171522,50901,CRG,wifi,0,"2022-05-02 01:12:58","Wifi password?"
25438192,171522,50898,CRG,breakfast,0,"2022-05-02 00:56:34","You breakfast is not available?"
25438191,171522,50897,CRG,breakfast,0,"2022-05-02 00:56:10","Is breakfast included with my stay?"
25438190,171435,50895,CRG,wifi,0,"2022-05-02 00:34:49","Wifi not connecting"
25438189,171522,50891,CRG,wifi,0,"2022-05-01 23:46:25","why am I unable to join WiFi?"
25438188,171522,50890,CRG,"room service",0,"2022-05-01 23:44:03","Is there room service"
25438187,171522,50889,CRG,wifi,0,"2022-05-01 23:43:28","What is WiFi code?"
25438186,171651,50885,CRG,"shuttle service",0,"2022-05-01 23:24:58","Shuttle or taxi 2 airport?"
25438185,171557,50883,CRG,"room service",0,"2022-05-01 23:11:57","Is room service available?"
25438184,171309,50880,CRG,phone,0,"2022-05-01 23:00:46","Why is there a phone in the room then?"
25438183,171309,50879,CRG,phone,0,"2022-05-01 23:00:12","How do I ring the phone in the room?"
25438182,171636,50877,CRG,jaccuzi,0,"2022-05-01 22:58:36","Que si hay jacuzzi en el hotel ?"
25438181,171522,50874,CRG,wifi,0,"2022-05-01 22:27:40","I'm having trouble with the Wi-Fi"
25438180,171637,50868,CRG,Check-in,0,"2022-05-01 21:58:46","Hola! Si quisiera reservar algo que viene en el documento, lo hago atraves de aqui o cuando haga check in?"
25438179,171522,50865,CRG,wifi,0,"2022-05-01 21:37:57",Wifi?
25438178,171557,50864,CRG,wifi,0,"2022-05-01 21:21:44","Laptop connect to WiFi"
25438177,171522,50862,CRG,wifi,0,"2022-05-01 21:18:56","Wifi password"
25438176,171660,50861,CRG,"hours of operation",0,"2022-05-01 21:16:29","No requests at this time. Thank you"
25438175,171522,50858,CRG,wifi,0,"2022-05-01 21:12:26","Wi-Fi password"
25438174,171522,50858,CRG,wifi,0,"2022-05-01 21:12:26","Wi-Fi password"
25438173,521,50856,CRG,"reserve a table",0,"2022-05-01 20:55:51","Hi how much is it to reserve a table?"
25438172,521,50855,CRG,"reserve a table",0,"2022-05-01 20:55:38","Reserve a table"
25438171,521,50849,CRG,"reserve a table",0,"2022-05-01 19:40:20","Reserve a table"
25438170,171615,50848,CRG,microwave,0,"2022-05-01 19:29:11","Couldn't plug in the microwave refrigerator on some broken box a Band-Aid on the remote for the TV your furniture doesn't even match it's like you get a dresser from salvation army"
25438169,171615,50848,CRG,refrigerator,0,"2022-05-01 19:29:11","Couldn't plug in the microwave refrigerator on some broken box a Band-Aid on the remote for the TV your furniture doesn't even match it's like you get a dresser from salvation army"
25438168,171615,50848,CRG,"tv remote",0,"2022-05-01 19:29:11","Couldn't plug in the microwave refrigerator on some broken box a Band-Aid on the remote for the TV your furniture doesn't even match it's like you get a dresser from salvation army"
25438167,171633,50831,CRG,"check out",0,"2022-05-01 16:30:22","A que hora es el check out?"
25438166,171681,50830,CRG,location,0,"2022-05-01 16:29:15","I need a email address"
25438165,171645,50828,CRG,"check out",0,"2022-05-01 14:45:49","Checking out now. Thanks"
25438164,171645,50824,CRG,toothbrush,0,"2022-05-01 14:24:52","Do you all have a disposable toothbrush and toothpaste available?"
25438163,171645,50824,CRG,toothpaste,0,"2022-05-01 14:24:52","Do you all have a disposable toothbrush and toothpaste available?"
25438162,171645,50822,CRG,breakfast,0,"2022-05-01 13:34:49","Coffee and breakfast available"
25438161,171645,50822,CRG,coffee,0,"2022-05-01 13:34:49","Coffee and breakfast available"
25438160,171667,50821,CRG,"extra towels",0,"2022-05-01 12:41:27","How do you get mor bath towel and had towels? What is the check out time?"
25438159,171667,50821,CRG,"checkout time",0,"2022-05-01 12:41:27","How do you get mor bath towel and had towels? What is the check out time?"
25438158,171630,50818,CRG,"check out",0,"2022-05-01 12:32:00","Checked out"
25438157,171650,50817,CRG,"checkout time",0,"2022-05-01 12:31:50","Checkout time"
25438156,171651,50815,CRG,"breakfast time",0,"2022-05-01 10:41:38","Breakfast starts at 6, right?"
25438155,171637,50812,CRG,reservations,0,"2022-05-01 05:10:17","I would like to make reservation"
25438154,521,50811,CRG,"guet list",0,"2022-05-01 04:59:35","Guest list"
25438153,521,50810,CRG,"dress code",0,"2022-05-01 04:58:58","Dress code"
25438152,171637,50809,CRG,"nanny service",0,"2022-05-01 04:58:46","We need to book babysitting for our stay"
25438151,521,50808,CRG,"cover charge",0,"2022-05-01 04:57:28","How much is it to get in?"
25438150,171622,50803,CRG,"breakfast time",0,"2022-05-01 03:52:05","Breakfast time?"
25438149,521,50796,CRG,"reserve a table",0,"2022-05-01 02:20:10","how much is for a vip table"
25438148,171644,50795,CRG,amenities,0,"2022-05-01 02:19:59",Amenities
25438147,521,50794,CRG,"reserve a table",0,"2022-05-01 02:19:27","hi what is the limit of people for a vip table"
25438146,171645,50792,CRG,"hours of operation",0,"2022-05-01 02:10:26","What time does the pool and hot tub close?"
25438145,171645,50792,CRG,"hours of operation",0,"2022-05-01 02:10:26","What time does the pool and hot tub close?"
25438144,171645,50792,CRG,pool,0,"2022-05-01 02:10:26","What time does the pool and hot tub close?"
25438143,521,50790,CRG,"bottle service",0,"2022-05-01 01:30:02",Bottle
25438142,521,50789,CRG,"bottle service",0,"2022-05-01 01:29:56","Bottle service"
25438141,521,50788,CRG,"cover charge",0,"2022-05-01 01:29:08",Cover
25438140,521,50786,CRG,"cover charge",0,"2022-05-01 01:26:48","Cover charge"
25438139,171489,50781,CRG,wifi,0,"2022-04-30 23:32:25","Password for wifi"
25438138,171489,50781,CRG,wifi,0,"2022-04-30 23:32:25","Password for wifi"
25438137,171309,50779,CRG,"tv remote",0,"2022-04-30 23:11:55","WiFi password? And the remote in our room isn't working"
25438136,171309,50779,CRG,wifi,0,"2022-04-30 23:11:55","WiFi password? And the remote in our room isn't working"
25438135,521,50776,CRG,"cover charge",0,"2022-04-30 22:44:10","Cover charges"
25438134,171645,50763,CRG,program,0,"2022-04-30 22:03:05","I also forgot to tell front desk that I want to join the rewards program"
25438133,171681,50761,CRG,breakfast,0,"2022-04-30 21:32:09","What time is breakfast ?"
25438132,171681,50761,CRG,"hours of operation",0,"2022-04-30 21:32:09","What time is breakfast ?"
25438131,171310,50760,CRG,Check-in,0,"2022-04-30 21:30:00","We have not checked in yet.  We should be checking in around 9 pm."
25438130,171522,50756,CRG,wifi,0,"2022-04-30 21:07:19","How do i get my Safari browser to connect to your Wifi??"
25438129,171112,50755,CRG,wifi,0,"2022-04-30 21:03:49","What is wi fi password?"
25438128,171310,50753,CRG,wifi,0,"2022-04-30 20:37:47",WiFi
25438127,171681,50751,CRG,"hours of operation",0,"2022-04-30 20:22:00","Can you open the pool ?"
25438126,171681,50751,CRG,pool,0,"2022-04-30 20:22:00","Can you open the pool ?"
25438125,171522,50746,CRG,wifi,0,"2022-04-30 19:19:22","Wifi login?"
25438124,171483,50743,CRG,"check out",0,"2022-04-30 18:43:25","I've checked out."
25438123,171613,50737,CRG,"check out",0,"2022-04-30 15:52:32","Hi I'm At room 121 just for a night last night, and I checked out this morning, leaving the key on the bed"
25438122,521,50735,CRG,"cover charge",0,"2022-04-30 15:33:13","Cover charge"
25438121,521,50734,CRG,"cover charge",0,"2022-04-30 15:32:42","Dress code and cover charge"
25438120,521,50734,CRG,"dress code",0,"2022-04-30 15:32:42","Dress code and cover charge"
25438119,171613,50731,CRG,breakfast,0,"2022-04-30 15:05:05",Breakfast
25438118,171613,50730,CRG,"checkout time",0,"2022-04-30 14:59:42","Check out time"
25438117,171637,50729,CRG,"shuttle service",0,"2022-04-30 14:55:32","Hello is there an airport shuttle today? I lannd at 410pm"
25438116,171613,50728,CRG,"complimentary breakfast",0,"2022-04-30 14:43:31","What is offered in the free breakfast"
25438115,171613,50727,CRG,"checkout time",0,"2022-04-30 14:43:17","What is the checkout time?"
25438114,171613,50725,CRG,wifi,0,"2022-04-30 14:42:50","What is the WiFi password?"
25438113,171613,50723,CRG,"checkout time",0,"2022-04-30 14:31:40","Checkout time"
25438112,171650,50721,CRG,amenities,0,"2022-04-30 14:14:23",Amenities
25438111,171660,50720,CRG,Check-in,0,"2022-04-30 14:13:55","Hola bueno dias Como puedo hacer el check in ?"
25438110,171650,50719,CRG,wifi,0,"2022-04-30 14:13:51","Password is required for WiFi"
25438109,171650,50719,CRG,wifi,0,"2022-04-30 14:13:51","Password is required for WiFi"
25438108,171650,50718,CRG,wifi,0,"2022-04-30 14:12:13","Wifi password"
25438107,171522,50714,CRG,"tv remote",0,"2022-04-30 13:45:40","Tv remote doesn't have batteries"
25438106,171650,50708,CRG,wifi,0,"2022-04-30 12:52:54","What's the wifi password"
25438105,171651,50706,CRG,"not clean",0,"2022-04-30 12:43:01","The room is dirty.  Broken lampshade.  Fixtures in poor repair."
25438104,171650,50704,CRG,breakfast,0,"2022-04-30 12:32:35","What time is breakfast"
25438103,171650,50704,CRG,"hours of operation",0,"2022-04-30 12:32:35","What time is breakfast"
25438102,521,50701,CRG,program,0,"2022-04-30 08:36:18",Events
25438101,521,50700,CRG,"bottle service",0,"2022-04-30 08:36:00",Bottle
25438100,521,50699,CRG,"bottle service",0,"2022-04-30 08:35:52","Bottle service"
25438099,521,50695,CRG,reservations,0,"2022-04-30 06:57:50","How much is a table for reservations"
25438098,521,50695,CRG,"reserve a table",0,"2022-04-30 06:57:50","How much is a table for reservations"
25438097,521,50694,CRG,"guet list",0,"2022-04-30 05:08:34","Free guest list"
25438096,521,50693,CRG,"cover charge",0,"2022-04-30 04:51:39","What is the cover charge"
25438095,521,50691,CRG,reservations,0,"2022-04-30 04:24:22",Reservations
25438094,171613,50685,CRG,wifi,0,"2022-04-30 01:40:29","Wifi password please and thank you"
25438093,171522,50681,CRG,"extra towels",0,"2022-04-30 01:11:39","We have ONE towel.  Please bring at least 4. Thank you."
25438092,171651,50677,CRG,noisy,0,"2022-04-30 00:46:21","Don't sell that room. 217. Far too noisy to actually get sleep"
25438091,171310,50670,CRG,Check-in,0,"2022-04-29 23:20:39","Orlando will check in after I get my car"
25438090,171522,50655,CRG,breakfast,0,"2022-04-29 22:36:16","Do you have breakfast in the morning."
25438089,171650,50654,CRG,wifi,0,"2022-04-29 22:36:10",WiFi
25438088,521,50652,CRG,"dress code",0,"2022-04-29 22:28:21","Dress code for woman"
25438087,521,50651,CRG,"dress code",0,"2022-04-29 22:27:54","What is the dress code for tonight"
25438086,171650,50649,CRG,wifi,0,"2022-04-29 22:22:00","I need the wifi password"
25438085,171672,50648,CRG,billing,0,"2022-04-29 22:07:08","Never received a receipt for my stay, gentleman said they would email a receipt and I have found nothing yet can you help"
25438084,171650,50644,CRG,breakfast,0,"2022-04-29 21:25:34","What time is breakfast and checkout time"
25438083,171650,50644,CRG,"hours of operation",0,"2022-04-29 21:25:34","What time is breakfast and checkout time"
25438082,171650,50644,CRG,"checkout time",0,"2022-04-29 21:25:34","What time is breakfast and checkout time"
25438081,171614,50643,CRG,wifi,0,"2022-04-29 21:22:38","Wifi password?"
25438080,171222,50637,CRG,wifi,0,"2022-04-29 20:56:03","Wifi password"
25438079,171522,50629,CRG,wifi,0,"2022-04-29 20:12:30","What is the WiFi code"
25438078,171522,50628,CRG,wifi,0,"2022-04-29 20:12:09","Wifi passcode ?"
25438077,171522,50625,CRG,"toilet paper",0,"2022-04-29 19:43:29","Did you see my post above about toilet paper????"
25438076,171667,50622,CRG,restaurant,0,"2022-04-29 19:28:15","Thanks and what about a bar or restaurant with to go drinks?"
25438075,171667,50622,CRG,bar,0,"2022-04-29 19:28:15","Thanks and what about a bar or restaurant with to go drinks?"
25438074,171667,50621,CRG,location,0,"2022-04-29 19:26:10","Hello! Where is closest market to pick up some grocery items?"
25438073,171480,50620,CRG,amenities,0,"2022-04-29 19:22:25",Amenities
25438072,171650,50619,CRG,wifi,0,"2022-04-29 19:22:22","WiFi password"
25438071,171522,50618,CRG,"toilet paper",0,"2022-04-29 19:13:10","Hello. We called the front office about toilet paper. We left the hotel and are out and about.

Would you be able to follow up with this? Thank you."
25438070,171636,50617,CRG,wifi,0,"2022-04-29 19:06:46","Cuáles son las instrucciones para usar el wifi?"
25438069,171636,50614,CRG,"room service",0,"2022-04-29 19:02:30","Gracias. Tienen room service?"
25438068,171483,50611,CRG,"late checkout",0,"2022-04-29 18:44:01","Aloha! We have enjoyed our stay so far. Can we please get a late check out today?"
25438067,171667,50610,CRG,Check-in,0,"2022-04-29 18:42:02","Not able to check in yet?"
25438066,171222,50608,CRG,"near by",0,"2022-04-29 18:18:08","Nearby attractions"
25438065,171222,50608,CRG,attractions,0,"2022-04-29 18:18:08","Nearby attractions"
25438064,171222,50607,CRG,wifi,0,"2022-04-29 18:17:40","WiFi password"
25438063,171681,50603,CRG,"hours of operation",0,"2022-04-29 17:39:06","What time does the bar open in the lobby today?"
25438062,171681,50603,CRG,"hours of operation",0,"2022-04-29 17:39:06","What time does the bar open in the lobby today?"
25438061,171681,50603,CRG,bar,0,"2022-04-29 17:39:06","What time does the bar open in the lobby today?"
25438060,171644,50596,CRG,"check out",0,"2022-04-29 15:18:49","I haven't checked out yet :)"
25438059,171644,50595,CRG,pool,0,"2022-04-29 14:35:09","Hi is the hot tub off limits and the pool?"
25438058,171522,50591,CRG,"check out",0,"2022-04-29 12:46:56","Ok can i ask for our check out to b at 3pm"
25438057,171522,50589,CRG,"check out",0,"2022-04-29 12:45:30","Hi what time do we have to check out todY"
25438056,171522,50589,CRG,"hours of operation",0,"2022-04-29 12:45:30","Hi what time do we have to check out todY"
25438055,171651,50588,CRG,"check out",0,"2022-04-29 12:32:05","We already checked out this morning and are gone"
25438054,171681,50587,CRG,breakfast,0,"2022-04-29 12:22:27","What time is your continental breakfast .or coffee open in lobby ????"
25438053,171681,50587,CRG,coffee,0,"2022-04-29 12:22:27","What time is your continental breakfast .or coffee open in lobby ????"
25438052,171681,50587,CRG,"hours of operation",0,"2022-04-29 12:22:27","What time is your continental breakfast .or coffee open in lobby ????"
25438051,171681,50587,CRG,"hours of operation",0,"2022-04-29 12:22:27","What time is your continental breakfast .or coffee open in lobby ????"
25438050,521,50583,CRG,"bottle service",0,"2022-04-29 04:32:00","Bottle prices"
25438049,521,50581,CRG,"cover charge",0,"2022-04-29 04:27:06","Cover charges"
25438048,171522,50578,CRG,wifi,0,"2022-04-29 02:08:58",WiFi
25438047,521,50577,CRG,"bottle service",0,"2022-04-29 02:06:22","Bottle service price"
25438046,171681,50576,CRG,breakfast,0,"2022-04-29 02:01:42","Breakfast times"
25438045,171681,50575,CRG,"hours of operation",0,"2022-04-29 02:01:28","What time"
25438044,171681,50574,CRG,breakfast,0,"2022-04-29 02:01:17",Breakfast
25438043,171681,50573,CRG,amenities,0,"2022-04-29 02:00:50",Amenities
25438042,171613,50569,CRG,"check out",0,"2022-04-29 01:32:56","When is check out?"
25438041,171613,50567,CRG,"additional parking",0,"2022-04-29 01:23:45","Can I leave my vehicle in the additional parking until 6pm tomorrow?"
25438040,171613,50559,CRG,"Ice machine",0,"2022-04-28 23:32:09","Do you have an ice machine?"
25438039,171443,50554,CRG,toothpaste,0,"2022-04-28 23:12:04","Where can I buy toothpaste nearby?"
25438038,171443,50554,CRG,"near by",0,"2022-04-28 23:12:04","Where can I buy toothpaste nearby?"
25438037,171309,50550,CRG,wifi,0,"2022-04-28 22:46:39","Do you have WiFi here?"
25438036,171522,50547,CRG,wifi,0,"2022-04-28 21:15:24",WiFi
25438035,171650,50542,CRG,wifi,0,"2022-04-28 20:49:25","Wifi password"
25438034,171522,50540,CRG,wifi,0,"2022-04-28 20:42:24","How do I connect to wifi?"
25438033,171672,50529,CRG,"checkout time",0,"2022-04-28 19:52:01","Check out time?"
25438032,171664,50525,CRG,reservations,0,"2022-04-28 18:36:42","Would love if you would bring the back Almond croissants and coffee bar. Also, allow people to book a specific room when they reserve far enough in advance. The Hotel is wonderful and a destination in itself."
25438031,171664,50525,CRG,coffee,0,"2022-04-28 18:36:42","Would love if you would bring the back Almond croissants and coffee bar. Also, allow people to book a specific room when they reserve far enough in advance. The Hotel is wonderful and a destination in itself."
25438030,171664,50525,CRG,bar,0,"2022-04-28 18:36:42","Would love if you would bring the back Almond croissants and coffee bar. Also, allow people to book a specific room when they reserve far enough in advance. The Hotel is wonderful and a destination in itself."
25438029,171522,50504,CRG,wifi,0,"2022-04-28 18:03:54","0. slow, unprepared, no wifi."
25438028,171637,50373,CRG,spa,0,"2022-04-28 14:17:29","El spa está incluido en el package?"
25438027,171637,50372,CRG,spa,0,"2022-04-28 14:17:28","El spa está incluido en el package?"
25438026,171522,50367,CRG,wifi,0,"2022-04-28 13:09:41",Wifi
25438025,171435,50359,CRG,"not working",0,"2022-04-28 12:11:49","I have tired to cancel multiple times and your number is not working."
25438024,171310,50358,CRG,"checkout time",0,"2022-04-28 12:10:44","Checkout time"
25438023,171522,50356,CRG,"check out",0,"2022-04-28 12:02:19",Check-out
25438022,171637,50352,CRG,Check-in,0,"2022-04-28 09:03:53","Hola Buenos días!  
Si cuales son los servicios disponibles? 
Otra cosita el sábado mi vuelo llega ala 11:30 es posible que se pueda aser check in Antes de la 3pm"
25438021,521,50349,CRG,"hours of operation",0,"2022-04-28 03:45:06","Opening hours"
25438020,171633,50342,CRG,wifi,0,"2022-04-28 03:01:53","Gracias 
Cómo puedo conectarme a wifi"
25438019,171522,50335,CRG,wifi,0,"2022-04-28 01:11:35","We would like the wifi password if possible.."
25438018,171634,50329,CRG,wifi,0,"2022-04-28 00:34:55","Cuál es la red para conectarme a internet"
25438017,171681,50326,CRG,wifi,0,"2022-04-28 00:33:52",Wifi
25438016,171522,50319,CRG,wifi,0,"2022-04-28 00:12:23",Wifi
25438015,171435,50313,CRG,housekeeping,0,"2022-04-27 22:53:04",Housekeeping
25438014,171650,50312,CRG,wifi,0,"2022-04-27 22:38:25",WiFi
25438013,171522,50311,CRG,wifi,0,"2022-04-27 22:29:54","Still can't get onto stayable suites internet"
25438012,171522,50303,CRG,"hours of operation",0,"2022-04-27 21:15:31","Yes you can call me when you're ready just tell me the time and day"
25438011,171614,50300,CRG,wifi,0,"2022-04-27 20:50:28","What is the WiFi password"
25438010,171443,50297,CRG,"check out",0,"2022-04-27 20:21:09","I have already checked out and returned home. I cannot do that."
25438009,171443,50296,CRG,billing,0,"2022-04-27 20:19:56","How can I obtain a copy of the receipt for my recent stay? I asked for it to be sent via email at check out but have still not received it."
25438008,171443,50296,CRG,"check out",0,"2022-04-27 20:19:56","How can I obtain a copy of the receipt for my recent stay? I asked for it to be sent via email at check out but have still not received it."
25438007,171522,50295,CRG,wifi,0,"2022-04-27 20:13:13",Wifi
25438006,171681,50292,CRG,breakfast,0,"2022-04-27 19:47:03",Breakfast
25438005,171681,50291,CRG,"hours of operation",0,"2022-04-27 19:46:26","Dinner time and cost"
25438004,171483,50286,CRG,"shuttle service",0,"2022-04-27 18:36:56","Shuttle information"
25438003,171483,50285,CRG,wifi,0,"2022-04-27 18:35:54","What is the WiFi password?"
25438002,171483,50284,CRG,program,0,"2022-04-27 18:35:31","Hi what events are happening today?"
25438001,171583,50283,CRG,"checkout time",0,"2022-04-27 18:18:30","Checkout time"
25438000,171310,50233,CRG,"table & Chair",0,"2022-04-27 17:00:31","Can I get a chair"
25437999,171637,50229,CRG,"shuttle service",0,"2022-04-27 16:52:03","We need a ride from the airport"
25437998,171615,50178,CRG,"late checkout",0,"2022-04-27 16:18:12","Hello. Do you guys offer a late check out by chance ?"
25437997,171681,50139,CRG,"near by",0,"2022-04-27 14:35:04","Nearby attractions"
25437996,171681,50139,CRG,attractions,0,"2022-04-27 14:35:04","Nearby attractions"
25437995,171681,50138,CRG,wifi,0,"2022-04-27 14:34:53","WiFi password"
25437994,171670,50135,CRG,Check-in,0,"2022-04-27 14:22:05","Check in"
25437993,171672,50130,CRG,"shuttle service",0,"2022-04-27 14:06:18","Offer to pay my uber fare from airport because your free shuttle wasn't running when my flight came in."
25437992,171650,50127,CRG,"check out",0,"2022-04-27 12:31:49","Check out"
25437991,171112,50126,CRG,"hours of operation",0,"2022-04-27 12:12:48","What time?"
25437990,171522,50124,CRG,"check out",0,"2022-04-27 12:05:12",Checkout
25437989,171435,50098,CRG,wifi,0,"2022-04-27 01:04:07","Wifi does not work"
25437988,171650,49989,CRG,wifi,0,"2022-04-26 23:22:22",Wifi
25437987,171637,49895,CRG,wifi,0,"2022-04-26 22:01:03","Hola si me puede compartir el wifi ?"
25437986,171583,49768,CRG,Check-in,0,"2022-04-26 19:04:33","Front desk Didn't know how to check my rewards points.  Early check in Didn't happen.  Incidental fee wasn't explained whe n I booked"
25437985,171583,49768,CRG,"early checkin",0,"2022-04-26 19:04:33","Front desk Didn't know how to check my rewards points.  Early check in Didn't happen.  Incidental fee wasn't explained whe n I booked"
25437984,171650,49766,CRG,"not working",0,"2022-04-26 18:43:36","5 wifi password not working. choice PA403.001. What I understood"
25437983,171650,49766,CRG,wifi,0,"2022-04-26 18:43:36","5 wifi password not working. choice PA403.001. What I understood"
25437982,171660,49762,CRG,jaccuzi,0,"2022-04-26 18:37:34","Para el jacuzzi es de paga"
25437981,171660,49761,CRG,jaccuzi,0,"2022-04-26 18:37:33","Para el jacuzzi es de paga"
25437980,171650,49759,CRG,wifi,0,"2022-04-26 18:29:20","<no password >"
25437979,171650,49758,CRG,wifi,0,"2022-04-26 18:23:57","Asked for password"
25437978,171650,49757,CRG,wifi,0,"2022-04-26 18:22:23","Wifi password"
25437977,171633,49748,CRG,"check out",0,"2022-04-26 17:28:51","Hola, mi hora de check out es el día de hoy a la 1 de la tarde"
25437976,171222,49747,CRG,"near by",0,"2022-04-26 17:21:47","Nearby attractions"
25437975,171222,49747,CRG,attractions,0,"2022-04-26 17:21:47","Nearby attractions"
25437974,171222,49746,CRG,wifi,0,"2022-04-26 17:21:37","WiFi password"
25437973,171222,49745,CRG,wifi,0,"2022-04-26 17:13:50","WiFi password"
25437972,171310,49741,CRG,wifi,0,"2022-04-26 16:17:09",Wi-Fi
25437971,171222,49740,CRG,wifi,0,"2022-04-26 16:15:11",WiFi
25437970,171622,49739,CRG,"air conditioning",0,"2022-04-26 15:58:12","Heating in the restrooms. That's all."
25437969,171622,49734,CRG,"check out",0,"2022-04-26 14:15:16","Please check me out, had to get to the airport this morning, the keys are in the room, thank you very much"
25437968,171681,49733,CRG,breakfast,0,"2022-04-26 13:34:52","What time is breakfast?"
25437967,171681,49733,CRG,"hours of operation",0,"2022-04-26 13:34:52","What time is breakfast?"
25437966,171660,49722,CRG,"tour packages",0,"2022-04-26 04:13:05","Buenas noches ustedes me pueden indicar si tienen TOURS para isla mujeres"
25437965,171483,49717,CRG,wifi,0,"2022-04-26 03:17:34","What is WiFi password please"
25437964,171637,49715,CRG,spa,0,"2022-04-26 02:54:35","How do I book the spa"
25437963,171637,49698,CRG,"hours of operation",0,"2022-04-26 00:39:24","I am looking to book a golf tee time on Thursday. Can you help with this?"
25437962,171309,49697,CRG,"table & Chair",0,"2022-04-26 00:29:39","Strong 4, could use another chair"
25437961,171522,49695,CRG,"hours of operation",0,"2022-04-26 00:18:02","There is an alarm sounding close to my room"
25437960,171650,49689,CRG,wifi,0,"2022-04-25 22:32:21",Wi-Fi
25437959,171309,49686,CRG,wifi,0,"2022-04-25 22:03:50",WIFI
25437958,171309,49676,CRG,"not working",0,"2022-04-25 20:00:20","The wifi not working"
25437957,171309,49676,CRG,wifi,0,"2022-04-25 20:00:20","The wifi not working"
25437956,171413,49669,CRG,"hours of operation",0,"2022-04-25 18:12:59","checkou time"
25437955,171413,49668,CRG,"checkin time",0,"2022-04-25 18:12:49","checkin time"
25437954,171435,49655,CRG,"late checkout",0,"2022-04-25 14:53:17","Can I get a late checkout please"
25437953,171622,49653,CRG,wifi,0,"2022-04-25 14:47:27",WiFi
25437952,171310,49652,CRG,wifi,0,"2022-04-25 14:25:13","Is there a free wifi?"
25437951,171310,49650,CRG,Check-in,0,"2022-04-25 13:22:33","Hi! May I know what time is the earliest I can check-in? Thanks"
25437950,171310,49650,CRG,"hours of operation",0,"2022-04-25 13:22:33","Hi! May I know what time is the earliest I can check-in? Thanks"
25437949,171651,49648,CRG,breakfast,0,"2022-04-25 12:53:35",Breakfast
25437948,171522,49647,CRG,"check out",0,"2022-04-25 12:52:40",Checkout
25437947,171651,49645,CRG,"checkout time",0,"2022-04-25 12:36:00","Check out time"
25437946,521,49642,CRG,"hours of operation",0,"2022-04-25 07:04:05",Hours
25437945,521,49640,CRG,"dress code",0,"2022-04-25 07:03:19","Dress code"
25437944,521,49639,CRG,"cover charge",0,"2022-04-25 05:56:20","cover charge sunday"
25437943,171483,49637,CRG,parking,0,"2022-04-25 05:24:38","The parking situation"
25437942,521,49635,CRG,"dress code",0,"2022-04-25 04:34:45","Dress code"
25437941,521,49634,CRG,"cover charge",0,"2022-04-25 04:34:17","Cover charges"
25437940,521,49632,CRG,"hours of operation",0,"2022-04-25 03:26:19","Closing time"
25437939,521,49631,CRG,"hours of operation",0,"2022-04-25 03:25:54","Opening hours"
25437938,521,49630,CRG,"reserve a table",0,"2022-04-25 03:25:36","Table price"
25437937,171615,49627,CRG,laundry,0,"2022-04-25 02:08:17","Are there any laundry facilities"
25437936,171660,49625,CRG,corona,0,"2022-04-25 01:31:13","La prueba del COVID-19 es gratuita en el hotel?"
25437935,521,49619,CRG,"Organize Event",0,"2022-04-24 23:52:41","Hi I want to know how much it’s for a table for a birthday party"
25437934,521,49619,CRG,"reserve a table",0,"2022-04-24 23:52:41","Hi I want to know how much it’s for a table for a birthday party"
25437933,171650,49611,CRG,wifi,0,"2022-04-24 22:47:05","Please password for WiFi"
25437932,171650,49611,CRG,wifi,0,"2022-04-24 22:47:05","Please password for WiFi"
25437931,171650,49609,CRG,wifi,0,"2022-04-24 22:44:39","Send me password for WiFi"
25437930,171650,49609,CRG,wifi,0,"2022-04-24 22:44:39","Send me password for WiFi"
25437929,171648,49606,CRG,wifi,0,"2022-04-24 22:14:24","Can't get the wifi to work only the unsecured one"
25437928,171650,49594,CRG,wifi,0,"2022-04-24 20:44:42","What's the Wi-Fi password here"
25437927,171650,49594,CRG,wifi,0,"2022-04-24 20:44:42","What's the Wi-Fi password here"
25437926,171483,49577,CRG,spa,0,"2022-04-24 18:33:52",spa
25437925,171435,49576,CRG,wifi,0,"2022-04-24 18:25:05",Wifi
25437924,171557,49570,CRG,"check out",0,"2022-04-24 17:11:57","What time is checkout?"
25437923,171557,49570,CRG,"hours of operation",0,"2022-04-24 17:11:57","What time is checkout?"
25437922,171416,49568,CRG,"near by",0,"2022-04-24 16:23:44","Nearby attractions"
25437921,171416,49568,CRG,attractions,0,"2022-04-24 16:23:44","Nearby attractions"
25437920,171645,49566,CRG,"check out",0,"2022-04-24 15:12:17","We have checked out of 221 and 223"
25437919,171445,49565,CRG,toothbrush,0,"2022-04-24 15:12:09","Please come and do a basic brush up on our room this morning   We will be out from 8.30 am for 2hrs. Thanks! Room 332/Kathy"
25437918,171681,49562,CRG,"check out",0,"2022-04-24 14:03:16","What time is checkout?"
25437917,171681,49562,CRG,"hours of operation",0,"2022-04-24 14:03:16","What time is checkout?"
25437916,171670,49558,CRG,wifi,0,"2022-04-24 13:12:58",Wi-fi
